ensembl_gene_id,chromosome_name,external_gene_name,transcript_count,description
ENSG00000259159,11,MFRP,1,
ENSG00000259164,14,RP11-463C8.4,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BS24]
ENSG00000259171,14,AL163636.6,1,"Homo sapiens ribonuclease, RNase A family, 4 (RNASE4), transcript variant 4, mRNA. [Source:RefSeq mRNA;Acc:NM_001282192]"
ENSG00000259202,15,RP11-342M21.2,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H0YK76]
ENSG00000259207,17,ITGB3,4,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61) [Source:HGNC Symbol;Acc:6156]"
ENSG00000259224,17,SLC35G6,1,"solute carrier family 35, member G6 [Source:HGNC Symbol;Acc:31351]"
ENSG00000259243,15,GOLGA6L19,2,golgin A6 family-like 19 [Source:HGNC Symbol;Acc:49416]
ENSG00000259288,15,RP11-133K1.2,4,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BSN5]
ENSG00000259316,15,CTD-2116N17.1,4,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:U3KQA5]
ENSG00000259363,15,CTD-2054N24.2,3,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H0YK47]
ENSG00000259371,14,RP11-468E2.6,1,
ENSG00000259384,17,GH1,5,growth hormone 1 [Source:HGNC Symbol;Acc:4261]
ENSG00000259399,20,TGIF2-C20orf24,1,TGIF2-C20orf24 readthrough [Source:HGNC Symbol;Acc:44664]
ENSG00000259455,15,RP11-467N20.5,1,Protein LOC440233  [Source:UniProtKB/TrEMBL;Acc:H0YM25]
ENSG00000259458,15,RP11-625H11.1,2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H0YL51]
ENSG00000259471,15,RP11-321F6.1,1,HCG2003567; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H0YNC6]
ENSG00000259495,15,RP11-210M15.2,2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H0YME3]
ENSG00000259511,15,UBE2Q2L,1,ubiquitin-conjugating enzyme E2Q family member 2-like [Source:HGNC Symbol;Acc:44656]
ENSG00000259517,16,RP11-324D17.1,2,HCG2045435; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H0YLE9]
ENSG00000259518,15,RP11-597K23.2,3,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H0YK81]
ENSG00000259522,14,RP11-468E2.2,1,
ENSG00000259529,14,RP11-468E2.4,1,E3 ubiquitin-protein ligase RNF31  [Source:UniProtKB/TrEMBL;Acc:H0YM83]
ENSG00000259571,11,BLID,1,"BH3-like motif containing, cell death inducer [Source:HGNC Symbol;Acc:33495]"
ENSG00000259642,15,C15orf37,1,chromosome 15 open reading frame 37 [Source:HGNC Symbol;Acc:27521]
ENSG00000259649,15,RP11-351M8.1,3,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H0YLS8]
ENSG00000259658,15,RP11-89K11.1,2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H0YN89]
ENSG00000259680,16,RP11-812E19.9,2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:S4R3C0]
ENSG00000259752,15,FKSG62,1,
ENSG00000259753,17,ITGB3,1,Integrin beta  [Source:UniProtKB/TrEMBL;Acc:B4DTY9]
ENSG00000259784,16,ATP6C,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BQ15]
ENSG00000259803,16,SLC22A31,5,"solute carrier family 22, member 31 [Source:HGNC Symbol;Acc:27091]"
ENSG00000259900,16,RP11-343C2.7,2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:J3QRW8]
ENSG00000260001,19,TGFBR3L,3,"transforming growth factor, beta receptor III-like [Source:HGNC Symbol;Acc:44152]"
ENSG00000260007,15,RP11-315D16.2,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BRN7]
ENSG00000260027,17,HOXB7,3,homeobox B7 [Source:HGNC Symbol;Acc:5118]
ENSG00000260092,16,RP11-77K12.7,1,
ENSG00000260170,15,RP11-96O20.4,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BNX3]
ENSG00000260230,9,FRRS1L,1,ferric-chelate reductase 1-like [Source:HGNC Symbol;Acc:1362]
ENSG00000260234,3,RP11-166N6.3,3,
ENSG00000260240,16,RP11-105C20.2,2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BUX7]
ENSG00000260259,16,RP11-368I7.4,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BU20]
ENSG00000260272,16,RP11-20I23.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BQ06]
ENSG00000260286,6,C6orf229,1,chromosome 6 open reading frame 229 [Source:HGNC Symbol;Acc:49394]
ENSG00000260300,16,RP11-505K9.4,5,
ENSG00000260342,16,RP11-1035H13.3,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BN98]
ENSG00000260371,16,RP11-343C2.9,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BMQ9]
ENSG00000260415,12,AC068987.1,1,"HCG1997999; cDNA FLJ33996 fis, clone DFNES2008881  [Source:UniProtKB/TrEMBL;Acc:Q8NBA4]"
ENSG00000260537,16,RP11-529K1.3,2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BN59]
ENSG00000260548,X,RP6-24A23.6,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BTC1]
ENSG00000260836,15,RP11-152F13.10,1,
ENSG00000260851,16,RP11-403P17.5,2,
ENSG00000260861,20,RP4-576H24.4,3,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BML4]
ENSG00000260869,16,AC002310.13,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BQ85]
ENSG00000260914,16,RP11-343C2.11,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:I3L4J1]
ENSG00000260970,9,RP11-295D22.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BSL7]
ENSG00000261086,15,RP11-379H8.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BQG9]
ENSG00000261130,16,RP11-1021N1.1,3,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BMD7]
ENSG00000261147,15,RP11-697E2.6,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BSA7]
ENSG00000261190,16,C16orf97,6,chromosome 16 open reading frame 97 [Source:HGNC Symbol;Acc:44658]
ENSG00000261210,16,CLEC19A,3,"C-type lectin domain family 19, member A [Source:HGNC Symbol;Acc:34522]"
ENSG00000261247,15,GOLGA8T,2,"golgin A8 family, member T [Source:HGNC Symbol;Acc:44410]"
ENSG00000261359,16,C16orf98,1,chromosome 16 open reading frame 98 [Source:HGNC Symbol;Acc:45036]
ENSG00000261427,16,CTD-2349B8.1,2,
ENSG00000261459,16,ZNF747,1,"KRAB domain-containing protein ZNF747; Uncharacterized protein; cDNA FLJ54920, moderately similar to Homo sapiens zinc finger protein 689 (ZNF689), mRNA  [Source:UniProtKB/TrEMBL;Acc:B7Z5R0]"
ENSG00000261509,16,TP53TG3B,6,TP53 target 3B [Source:HGNC Symbol;Acc:37202]
ENSG00000261514,17,RP11-527L4.2,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BVA9]
ENSG00000261567,16,RP11-680G10.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BQP0]
ENSG00000261594,11,TPBGL,1,trophoblast glycoprotein-like [Source:HGNC Symbol;Acc:44159]
ENSG00000261603,3,PRSS46,1,"protease, serine, 46 [Source:HGNC Symbol;Acc:37325]"
ENSG00000261611,16,AC010547.9,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:J3QLW9]
ENSG00000261667,8,RP11-520P18.5,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BQJ8]
ENSG00000261701,16,HPR,5,haptoglobin-related protein [Source:HGNC Symbol;Acc:5156]
ENSG00000261717,16,RP11-77K12.1,3,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BUI4]
ENSG00000261732,16,LA16c-431H6.6,1,
ENSG00000261739,15,GOLGA8S,2,"golgin A8 family, member S [Source:HGNC Symbol;Acc:44409]"
ENSG00000261740,16,RP11-345J4.5,3,BolA-like protein 2  [Source:UniProtKB/TrEMBL;Acc:H3BV85]
ENSG00000261787,8,TCF24,2,transcription factor 24 [Source:HGNC Symbol;Acc:32275]
ENSG00000261794,15,GOLGA8H,1,"golgin A8 family, member H [Source:HGNC Symbol;Acc:37443]"
ENSG00000261796,3,ISY1-RAB43,1,ISY1-RAB43 readthrough [Source:HGNC Symbol;Acc:42969]
ENSG00000261832,16,CLN3,1,"Homo sapiens ceroid-lipofuscinosis, neuronal 3 (CLN3), transcript variant 5, mRNA. [Source:RefSeq mRNA;Acc:NM_001286109]"
ENSG00000261833,16,RP11-58C22.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BPC8]
ENSG00000261857,19,MIA,7,melanoma inhibitory activity [Source:HGNC Symbol;Acc:7076]
ENSG00000261884,16,CTC-479C5.12,2,
ENSG00000261915,17,RP11-542C16.2,2,
ENSG00000261934,5,PCDHGA9,1,"protocadherin gamma subfamily A, 9 [Source:HGNC Symbol;Acc:8707]"
ENSG00000261949,19,GFY,1,"golgi-associated, olfactory signaling regulator [Source:HGNC Symbol;Acc:44663]"
ENSG00000262003,17,RP11-676J12.7,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:I3L4N2]
ENSG00000262039,17,RP11-81K2.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:I3L1D3]
ENSG00000262180,1,OCLM,1,oculomedin [Source:HGNC Symbol;Acc:8103]
ENSG00000262302,17,RP1-4G17.5,1,Claudin  [Source:UniProtKB/TrEMBL;Acc:I3L3M4]
ENSG00000262304,17,SHPK,2,transient receptor potential cation channel subfamily V member 1  [Source:RefSeq peptide;Acc:NP_542435]
ENSG00000262481,17,C17orf61-PLSCR3,4,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7ENI6]
ENSG00000262484,19,CCER2,2,coiled-coil glutamate-rich protein 2 [Source:HGNC Symbol;Acc:44662]
ENSG00000262526,17,CTD-2545G14.7,1,
ENSG00000262543,6,RP3-422G23.4,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:I3L185]
ENSG00000262560,15,RP11-296A16.1,1,
ENSG00000262576,5,PCDHGA4,1,"protocadherin gamma subfamily A, 4 [Source:HGNC Symbol;Acc:8702]"
ENSG00000262601,16,CTC-786C10.1,1,
ENSG00000262621,16,NAA60,5,N-alpha-acetyltransferase 60  [Source:RefSeq peptide;Acc:NP_001077069]
ENSG00000262628,17,OR1D5,1,"olfactory receptor, family 1, subfamily D, member 5 [Source:HGNC Symbol;Acc:8186]"
ENSG00000262633,17,RP11-156P1.2,1,Golgi SNAP receptor complex member 2  [Source:UniProtKB/TrEMBL;Acc:E7EQ34]
ENSG00000262660,17,SLC25A10,1,"Mitochondrial dicarboxylate carrier; Uncharacterized protein; cDNA FLJ60124, highly similar to Mitochondrial dicarboxylate carrier  [Source:UniProtKB/TrEMBL;Acc:B4DLN1]"
ENSG00000262664,17,OVCA2,1,ovarian tumor suppressor candidate 2 [Source:HGNC Symbol;Acc:24203]
ENSG00000262730,17,RP11-1099M24.7,1,
ENSG00000263020,6,CSNK2B-LY6G5B-1181,2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H0Y6P8]
ENSG00000263053,17,RP11-1055B8.6,2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:J3QLH5]
ENSG00000263136,16,PAGR1,1,PAXIP1-associated glutamate-rich protein 1  [Source:RefSeq peptide;Acc:NP_078792]
ENSG00000263155,15,MYZAP,4,myocardial zonula adherens protein [Source:HGNC Symbol;Acc:43444]
ENSG00000263203,16,CHTF8,1,Alternative protein CHTF8  [Source:UniProtKB/TrEMBL;Acc:L0R4W3]
ENSG00000263264,19,CTB-133G6.1,1,
ENSG00000263417,18,GTSCR1,2,"Gilles de la Tourette syndrome chromosome region, candidate 1 [Source:HGNC Symbol;Acc:18406]"
ENSG00000263588,18,RP11-595B24.2,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:J3KTR3]
ENSG00000263620,17,RP11-599B13.6,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:L7N2F9]
ENSG00000263711,18,RP11-169F17.1,6,Protein LOC400655  [Source:UniProtKB/TrEMBL;Acc:J3KRU9]
ENSG00000263809,17,RP11-849F2.7,1,KRAB-A domain-containing protein 2  [Source:UniProtKB/TrEMBL;Acc:J3QQQ9]
ENSG00000263812,18,LINC00908,6,long intergenic non-protein coding RNA 908 [Source:HGNC Symbol;Acc:27599]
ENSG00000264058,17,KRT222,1,
ENSG00000264116,18,RP11-321M21.3,2,HCG1996301; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:J3QRK2]
ENSG00000264187,17,RP11-45M22.4,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:J3QW42]
ENSG00000264194,17,AC000003.2,1,"CDNA FLJ25865 fis, clone CBR01927  [Source:UniProtKB/TrEMBL;Acc:Q8N7A4]"
ENSG00000264278,18,RP11-162A12.2,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:J3QQK0]
ENSG00000264324,2,RP11-287D1.3,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E7EWF7]
ENSG00000264424,17,MYH4,1,"myosin, heavy chain 4, skeletal muscle [Source:HGNC Symbol;Acc:7574]"
ENSG00000264472,18,RP11-861L17.3,2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:J3QQS8]
ENSG00000264545,9,RP11-145E5.5,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F2Z2F3]
ENSG00000264668,8,ZFP41,1,
ENSG00000264813,17,ACE,1,Angiotensin-converting enzyme; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:L7MUH0]
ENSG00000265096,17,C1QTNF1-AS1,2,C1QTNF1 antisense RNA 1 [Source:HGNC Symbol;Acc:44351]
ENSG00000265118,17,CTD-2370N5.3,4,
ENSG00000265264,11,TIMM10B,2,"Fracture callus 1 homolog (Rat); cDNA FLJ11268 fis, clone PLACE1009186, highly similar to Mitochondrial import inner membrane translocase subunit Tim9B; cDNA, FLJ92024, Homo sapiens fracture callus 1 homolog (rat) (FXC1), mRNA  [Source:UniProtKB/TrEMBL;Acc:B2R4A9]"
ENSG00000265303,17,CTD-2510F5.6,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:J3QRE1]
ENSG00000265352,18,RP11-723G8.2,3,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:J3KS90]
ENSG00000265590,21,AP000275.65,2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F8VZ95]
ENSG00000265629,2,AC011897.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:J3QQN5]
ENSG00000265690,16,RP11-5A19.5,4,
ENSG00000265818,6,EEF1E1-BLOC1S5,1,EEF1E1-BLOC1S5 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:49187]
ENSG00000265944,18,C18orf64,1,chromosome 18 open reading frame 64 [Source:HGNC Symbol;Acc:44660]
ENSG00000266076,17,CTD-2535L24.2,1,
ENSG00000266118,2,RP11-507M3.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:J3KTQ3]
ENSG00000266202,17,RP1-66C13.4,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:J3KTA2]
ENSG00000266208,17,CTD-2267D19.3,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:J3KT39]
ENSG00000266258,18,RP11-41O4.1,2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:J3QQP7]
ENSG00000266302,17,RP11-219A15.1,1,Coiled-coil domain-containing protein 144A  [Source:UniProtKB/TrEMBL;Acc:C9JT67]
ENSG00000266614,18,RP11-94B19.4,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:J3QQU4]
ENSG00000266728,17,AC015688.3,2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:J3QLI3]
ENSG00000266733,17,TBC1D29,4,"TBC1 domain family, member 29 [Source:HGNC Symbol;Acc:24509]"
ENSG00000266949,1,LYPD8,1,LY6/PLAUR domain containing 8 [Source:HGNC Symbol;Acc:44208]
ENSG00000266953,19,RP11-618P17.4,2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:U3KQA4]
ENSG00000266956,17,CTB-186H2.3,2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7ENX0]
ENSG00000266958,19,AC006126.3,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7EKA7]
ENSG00000266996,18,TCEB3CL2,1,transcription elongation factor B polypeptide 3C-like 2 [Source:HGNC Symbol;Acc:33511]
ENSG00000266997,18,RP11-886H22.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7EPI3]
ENSG00000267001,19,AC006538.4,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7EQS6]
ENSG00000267022,19,ZNF223,1,Zinc finger protein 223  [Source:UniProtKB/TrEMBL;Acc:K7ENM7]
ENSG00000267059,19,UQCR11,1,
ENSG00000267110,19,CTD-2587H24.4,1,
ENSG00000267114,19,CTB-129P6.11,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7EM12]
ENSG00000267120,19,AD000671.6,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R2N4]
ENSG00000267127,18,RP11-795F19.5,6,Protein RBFADN  [Source:UniProtKB/TrEMBL;Acc:K7EIM0]
ENSG00000267140,18,RP11-322E11.6,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7ENP7]
ENSG00000267157,19,CTB-54O9.9,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7EMI3]
ENSG00000267168,17,RP11-318A15.7,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7EN84]
ENSG00000267173,19,CTC-512J12.6,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7ERI5]
ENSG00000267179,19,ZNF763,4,Uncharacterized protein; Zinc finger protein 763  [Source:UniProtKB/TrEMBL;Acc:F5H0A9]
ENSG00000267206,9,LCN6,6,lipocalin 6 [Source:HGNC Symbol;Acc:17337]
ENSG00000267228,18,IER3IP1,3,Immediate early response 3-interacting protein 1  [Source:UniProtKB/TrEMBL;Acc:R4GN61]
ENSG00000267261,17,CTD-2132N18.3,3,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7EIP6]
ENSG00000267270,18,AC139100.2,5,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7EME5]
ENSG00000267281,12,RP11-793H13.10,2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7ELQ4]
ENSG00000267303,19,CTD-2369P2.12,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7EQG2]
ENSG00000267314,19,AC104532.2,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7ERU9]
ENSG00000267318,17,RP11-178C3.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7ERJ3]
ENSG00000267335,19,CTB-60B18.6,2,Choriogonadotropin subunit beta variant 1; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7ELM3]
ENSG00000267360,19,CTC-454I21.3,3,Uncharacterized protein; Zinc finger protein 585B  [Source:UniProtKB/TrEMBL;Acc:E9PNT4]
ENSG00000267368,7,UPK3BL,1,uroplakin 3B-like [Source:HGNC Symbol;Acc:37278]
ENSG00000267385,19,CTB-50L17.14,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7EIL1]
ENSG00000267426,17,RP11-552F3.12,3,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7EP13]
ENSG00000267467,19,APOC4,3,apolipoprotein C-IV [Source:HGNC Symbol;Acc:611]
ENSG00000267477,19,CTC-398G3.6,1,
ENSG00000267496,17,FAM215A,1,"family with sequence similarity 215, member A (non-protein coding) [Source:HGNC Symbol;Acc:17505]"
ENSG00000267508,19,ZNF285,6,zinc finger protein 285 [Source:HGNC Symbol;Acc:13079]
ENSG00000267531,19,AC020922.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F5GYW4]
ENSG00000267534,19,S1PR2,1,sphingosine-1-phosphate receptor 2 [Source:HGNC Symbol;Acc:3169]
ENSG00000267545,19,AC005779.2,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7ELZ0]
ENSG00000267552,19,CTD-2528L19.4,3,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7EIZ5]
ENSG00000267561,1,RP5-1052I5.2,1,Heparan sulfate 2-O-sulfotransferase 1  [Source:UniProtKB/TrEMBL;Acc:K7EP71]
ENSG00000267596,17,CCL15,2,chemokine (C-C motif) ligand 15 [Source:HGNC Symbol;Acc:10613]
ENSG00000267618,17,RAD51L3-RFFL,3,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7EIL6]
ENSG00000267631,19,CGB1,3,"chorionic gonadotropin, beta polypeptide 1 [Source:HGNC Symbol;Acc:16721]"
ENSG00000267697,7,LUZP6,1,leucine zipper protein 6 [Source:HGNC Symbol;Acc:33955]
ENSG00000267699,18,RP11-729L2.2,2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E7EUB6]
ENSG00000267706,19,CTD-2105E13.6,1,
ENSG00000267710,19,AC006116.20,8,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7EKJ0]
ENSG00000267740,19,AC024592.12,3,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7EK78]
ENSG00000267748,19,CTB-102L5.4,2,
ENSG00000267757,19,C19orf83,3,chromosome 19 open reading frame 83 [Source:HGNC Symbol;Acc:48331]
ENSG00000267772,17,RP11-15E18.4,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7ER01]
ENSG00000267795,16,SMIM22,9,small integral membrane protein 22 [Source:HGNC Symbol;Acc:48329]
ENSG00000267802,14,AL358333.1,1,HCG2013195; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R394]
ENSG00000267812,21,FKSG68,1,
ENSG00000267819,12,AC092850.1,1,Protein LOC100996701  [Source:UniProtKB/TrEMBL;Acc:M0QZH5]
ENSG00000267824,16,AC137056.1,1,"Uncharacterized protein; cDNA FLJ34659 fis, clone KIDNE2018863  [Source:UniProtKB/TrEMBL;Acc:Q8NAW3]"
ENSG00000267845,9,DKFZP434A062,1,HCG2022364; Putative uncharacterized protein DKFZp434A062; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q9Y4N2]
ENSG00000267848,20,AL118506.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R1J9]
ENSG00000267849,6,AL133262.1,1,
ENSG00000267857,21,PRED58,1,
ENSG00000267873,12,AC121757.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R170]
ENSG00000267880,19,AC037199.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R2A5]
ENSG00000267881,19,CEA,2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0QXV9]
ENSG00000267882,20,AL031666.2,1,"HCG2018772; Uncharacterized protein; cDNA FLJ31609 fis, clone NT2RI2002852  [Source:UniProtKB/TrEMBL;Acc:Q96N05]"
ENSG00000267883,21,PRED60,1,
ENSG00000267884,1,AL626787.1,1,
ENSG00000267885,1,FKSG48,1,
ENSG00000267889,2,AC079354.2,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0QYY5]
ENSG00000267893,17,AC007461.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q8IVH9]
ENSG00000267901,14,AC004817.1,1,HCG2028611; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0QX34]
ENSG00000267906,7,AC073333.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R0C5]
ENSG00000267908,19,ZSCAN5D,1,zinc finger and SCAN domain containing 5D [Source:HGNC Symbol;Acc:37706]
ENSG00000267909,14,CCDC177,1,"Homo sapiens coiled-coil domain containing 177 (CCDC177), mRNA. [Source:RefSeq mRNA;Acc:NM_001271507]"
ENSG00000267913,21,AP001055.1,1,
ENSG00000267918,14,AL117190.2,1,
ENSG00000267935,Y,AC016752.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0QY58]
ENSG00000267937,21,AP001421.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0QXV0]
ENSG00000267941,7,AC008267.1,1,HCG1983814; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q8TCB9]
ENSG00000267942,12,AC090673.2,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R2U4]
ENSG00000267950,11,AC136297.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R3D8]
ENSG00000267952,19,CTD-2207O23.12,2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0QY47]
ENSG00000267954,22,AP000349.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0QXI1]
ENSG00000267958,2,CATX-2,1,HCG1989573; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R1U2]
ENSG00000267963,2,AC013469.1,1,
ENSG00000267964,10,AC022400.2,1,"Uncharacterized protein; cDNA FLJ44715 fis, clone BRACE3021430  [Source:UniProtKB/TrEMBL;Acc:Q6ZTF3]"
ENSG00000267970,7,AC004899.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R023]
ENSG00000267976,21,AP000695.1,1,
ENSG00000267979,3,AC092964.2,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0QY75]
ENSG00000267981,11,AP003041.2,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0QYB7]
ENSG00000267985,7,AC005488.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R184]
ENSG00000267987,9,AL161784.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R1V0]
ENSG00000267988,7,AC096582.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0QY87]
ENSG00000268000,19,hsa-mir-150,1,hsa-mir-150 [Source:miRBase;Acc:MI0000479]
ENSG00000268012,5,AC016559.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q9BUN3]
ENSG00000268024,17,AC005549.3,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R0Z2]
ENSG00000268028,12,AC025262.1,1,Mesenchymal stem cell protein DSC96; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q9NYI4]
ENSG00000268040,21,PRED62,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R1E6]
ENSG00000268046,18,AP001094.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R2D6]
ENSG00000268059,6,AL441883.1,1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R2E0]
