ensembl_gene_id,chromosome_name,external_gene_name,transcript_count,description
ENSG00000156502,10,SUPV3L1,7,"suppressor of var1, 3-like 1 (S. cerevisiae) [Source:HGNC Symbol;Acc:11471]"
ENSG00000156515,10,HK1,18,hexokinase 1 [Source:HGNC Symbol;Acc:4922]
ENSG00000156521,10,TYSND1,4,trypsin domain containing 1 [Source:HGNC Symbol;Acc:28531]
ENSG00000156709,X,AIFM1,10,"apoptosis-inducing factor, mitochondrion-associated, 1 [Source:HGNC Symbol;Acc:8768]"
ENSG00000156885,16,COX6A2,2,cytochrome c oxidase subunit VIa polypeptide 2 [Source:HGNC Symbol;Acc:2279]
ENSG00000156928,7,MALSU1,5,mitochondrial assembly of ribosomal large subunit 1 [Source:HGNC Symbol;Acc:21721]
ENSG00000156968,16,MPV17L,3,MPV17 mitochondrial membrane protein-like [Source:HGNC Symbol;Acc:26827]
ENSG00000156990,3,RPUSD3,17,RNA pseudouridylate synthase domain containing 3 [Source:HGNC Symbol;Acc:28437]
ENSG00000157036,3,EXOG,17,"endo/exonuclease (5'-3'), endonuclease G-like [Source:HGNC Symbol;Acc:3347]"
ENSG00000157184,1,CPT2,2,carnitine palmitoyltransferase 2 [Source:HGNC Symbol;Acc:2330]
ENSG00000157326,14,DHRS4,12,dehydrogenase/reductase (SDR family) member 4 [Source:HGNC Symbol;Acc:16985]
ENSG00000157379,14,DHRS1,11,dehydrogenase/reductase (SDR family) member 1 [Source:HGNC Symbol;Acc:16445]
ENSG00000158042,11,MRPL17,4,mitochondrial ribosomal protein L17 [Source:HGNC Symbol;Acc:14053]
ENSG00000158402,5,CDC25C,11,cell division cycle 25C [Source:HGNC Symbol;Acc:1727]
ENSG00000158578,X,ALAS2,8,"aminolevulinate, delta-, synthase 2 [Source:HGNC Symbol;Acc:397]"
ENSG00000158793,1,NIT1,16,nitrilase 1 [Source:HGNC Symbol;Acc:7828]
ENSG00000158828,1,PINK1,3,PTEN induced putative kinase 1 [Source:HGNC Symbol;Acc:14581]
ENSG00000158864,1,NDUFS2,16,"NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:7708]"
ENSG00000158882,1,TOMM40L,9,translocase of outer mitochondrial membrane 40 homolog (yeast)-like [Source:HGNC Symbol;Acc:25756]
ENSG00000159111,17,MRPL10,7,mitochondrial ribosomal protein L10 [Source:HGNC Symbol;Acc:14055]
ENSG00000159199,17,ATP5G1,10,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9) [Source:HGNC Symbol;Acc:841]"
ENSG00000159231,21,CBR3,1,carbonyl reductase 3 [Source:HGNC Symbol;Acc:1549]
ENSG00000159399,2,HK2,3,hexokinase 2 [Source:HGNC Symbol;Acc:4923]
ENSG00000159423,1,ALDH4A1,6,"aldehyde dehydrogenase 4 family, member A1 [Source:HGNC Symbol;Acc:406]"
ENSG00000159445,1,THEM4,5,thioesterase superfamily member 4 [Source:HGNC Symbol;Acc:17947]
ENSG00000159685,3,CHCHD6,8,coiled-coil-helix-coiled-coil-helix domain containing 6 [Source:HGNC Symbol;Acc:28184]
ENSG00000160072,1,ATAD3B,6,"ATPase family, AAA domain containing 3B [Source:HGNC Symbol;Acc:24007]"
ENSG00000160124,3,CCDC58,7,coiled-coil domain containing 58 [Source:HGNC Symbol;Acc:31136]
ENSG00000160194,21,NDUFV3,4,"NADH dehydrogenase (ubiquinone) flavoprotein 3, 10kDa [Source:HGNC Symbol;Acc:7719]"
ENSG00000160221,21,C21orf33,11,chromosome 21 open reading frame 33 [Source:HGNC Symbol;Acc:1273]
ENSG00000160439,19,RDH13,22,retinol dehydrogenase 13 (all-trans/9-cis) [Source:HGNC Symbol;Acc:19978]
ENSG00000160471,19,COX6B2,10,cytochrome c oxidase subunit VIb polypeptide 2 (testis) [Source:HGNC Symbol;Acc:24380]
ENSG00000160688,1,FLAD1,13,flavin adenine dinucleotide synthetase 1 [Source:HGNC Symbol;Acc:24671]
ENSG00000160703,11,NLRX1,14,NLR family member X1 [Source:HGNC Symbol;Acc:29890]
ENSG00000160752,1,FDPS,19,farnesyl diphosphate synthase [Source:HGNC Symbol;Acc:3631]
ENSG00000160785,1,SLC25A44,5,"solute carrier family 25, member 44 [Source:HGNC Symbol;Acc:29036]"
ENSG00000160957,8,RECQL4,11,RecQ protein-like 4 [Source:HGNC Symbol;Acc:9949]
ENSG00000161267,3,BDH1,17,"3-hydroxybutyrate dehydrogenase, type 1 [Source:HGNC Symbol;Acc:1027]"
ENSG00000161281,19,COX7A1,4,cytochrome c oxidase subunit VIIa polypeptide 1 (muscle) [Source:HGNC Symbol;Acc:2287]
ENSG00000161513,17,FDXR,20,ferredoxin reductase [Source:HGNC Symbol;Acc:3642]
ENSG00000161533,17,ACOX1,14,"acyl-CoA oxidase 1, palmitoyl [Source:HGNC Symbol;Acc:119]"
ENSG00000161558,19,TMEM143,15,transmembrane protein 143 [Source:HGNC Symbol;Acc:25603]
ENSG00000161653,17,NAGS,3,N-acetylglutamate synthase [Source:HGNC Symbol;Acc:17996]
ENSG00000162129,11,CLPB,14,ClpB caseinolytic peptidase B homolog (E. coli) [Source:HGNC Symbol;Acc:30664]
ENSG00000162241,11,SLC25A45,18,"solute carrier family 25, member 45 [Source:HGNC Symbol;Acc:27442]"
ENSG00000162377,1,COA7,2,cytochrome c oxidase assembly factor 7 [Source:HGNC Symbol;Acc:25716]
ENSG00000162396,1,PARS2,1,"prolyl-tRNA synthetase 2, mitochondrial (putative) [Source:HGNC Symbol;Acc:30563]"
ENSG00000162433,1,AK4,8,adenylate kinase 4 [Source:HGNC Symbol;Acc:363]
ENSG00000162461,1,SLC25A34,3,"solute carrier family 25, member 34 [Source:HGNC Symbol;Acc:27653]"
ENSG00000162600,1,OMA1,12,OMA1 zinc metallopeptidase [Source:HGNC Symbol;Acc:29661]
ENSG00000162836,1,ACP6,6,"acid phosphatase 6, lysophosphatidic [Source:HGNC Symbol;Acc:29609]"
ENSG00000162851,1,TFB2M,2,"transcription factor B2, mitochondrial [Source:HGNC Symbol;Acc:18559]"
ENSG00000162910,1,MRPL55,36,mitochondrial ribosomal protein L55 [Source:HGNC Symbol;Acc:16686]
ENSG00000162972,2,C2orf47,4,chromosome 2 open reading frame 47 [Source:HGNC Symbol;Acc:26198]
ENSG00000163050,1,ADCK3,12,aarF domain containing kinase 3 [Source:HGNC Symbol;Acc:16812]
ENSG00000163114,4,PDHA2,1,pyruvate dehydrogenase (lipoamide) alpha 2 [Source:HGNC Symbol;Acc:8807]
ENSG00000163170,2,BOLA3,5,bolA family member 3 [Source:HGNC Symbol;Acc:24415]
ENSG00000163319,4,MRPS18C,9,mitochondrial ribosomal protein S18C [Source:HGNC Symbol;Acc:16633]
ENSG00000163382,1,APOA1BP,5,apolipoprotein A-I binding protein [Source:HGNC Symbol;Acc:18453]
ENSG00000163528,3,CHCHD4,3,coiled-coil-helix-coiled-coil-helix domain containing 4 [Source:HGNC Symbol;Acc:26467]
ENSG00000163541,2,SUCLG1,9,"succinate-CoA ligase, alpha subunit [Source:HGNC Symbol;Acc:11449]"
ENSG00000163586,2,FABP1,4,"fatty acid binding protein 1, liver [Source:HGNC Symbol;Acc:3555]"
ENSG00000163626,4,COX18,5,COX18 cytochrome C oxidase assembly factor [Source:HGNC Symbol;Acc:26801]
ENSG00000163644,4,PPM1K,11,"protein phosphatase, Mg2+/Mn2+ dependent, 1K [Source:HGNC Symbol;Acc:25415]"
ENSG00000163738,4,MTHFD2L,16,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like [Source:HGNC Symbol;Acc:31865]
ENSG00000163864,3,NMNAT3,16,nicotinamide nucleotide adenylyltransferase 3 [Source:HGNC Symbol;Acc:20989]
ENSG00000163931,3,TKT,14,transketolase [Source:HGNC Symbol;Acc:11834]
ENSG00000164051,3,CCDC51,7,coiled-coil domain containing 51 [Source:HGNC Symbol;Acc:25714]
ENSG00000164182,5,NDUFAF2,4,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 2 [Source:HGNC Symbol;Acc:28086]"
ENSG00000164209,5,SLC25A46,9,"solute carrier family 25, member 46 [Source:HGNC Symbol;Acc:25198]"
ENSG00000164241,5,C5orf63,8,chromosome 5 open reading frame 63 [Source:HGNC Symbol;Acc:40051]
ENSG00000164258,5,NDUFS4,6,"NADH dehydrogenase (ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:7711]"
ENSG00000164284,5,GRPEL2,4,"GrpE-like 2, mitochondrial (E. coli) [Source:HGNC Symbol;Acc:21060]"
ENSG00000164347,5,GFM2,10,"G elongation factor, mitochondrial 2 [Source:HGNC Symbol;Acc:29682]"
ENSG00000164366,5,CCDC127,2,coiled-coil domain containing 127 [Source:HGNC Symbol;Acc:30520]
ENSG00000164398,5,ACSL6,25,acyl-CoA synthetase long-chain family member 6 [Source:HGNC Symbol;Acc:16496]
ENSG00000164405,5,UQCRQ,6,"ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa [Source:HGNC Symbol;Acc:29594]"
ENSG00000164466,5,SFXN1,12,sideroflexin 1 [Source:HGNC Symbol;Acc:16085]
ENSG00000164494,6,PDSS2,4,"prenyl (decaprenyl) diphosphate synthase, subunit 2 [Source:HGNC Symbol;Acc:23041]"
ENSG00000164587,5,RPS14,7,ribosomal protein S14 [Source:HGNC Symbol;Acc:10387]
ENSG00000164830,8,OXR1,17,oxidation resistance 1 [Source:HGNC Symbol;Acc:15822]
ENSG00000164896,7,FASTK,17,Fas-activated serine/threonine kinase [Source:HGNC Symbol;Acc:24676]
ENSG00000164898,7,C7orf55,5,chromosome 7 open reading frame 55 [Source:HGNC Symbol;Acc:26946]
ENSG00000164904,5,ALDH7A1,16,"aldehyde dehydrogenase 7 family, member A1 [Source:HGNC Symbol;Acc:877]"
ENSG00000164919,8,COX6C,11,cytochrome c oxidase subunit VIc [Source:HGNC Symbol;Acc:2285]
ENSG00000164933,8,SLC25A32,6,"solute carrier family 25 (mitochondrial folate carrier), member 32 [Source:HGNC Symbol;Acc:29683]"
ENSG00000164951,8,PDP1,10,pyruvate dehyrogenase phosphatase catalytic subunit 1 [Source:HGNC Symbol;Acc:9279]
ENSG00000164978,9,NUDT2,3,nudix (nucleoside diphosphate linked moiety X)-type motif 2 [Source:HGNC Symbol;Acc:8049]
ENSG00000164983,8,TMEM65,1,transmembrane protein 65 [Source:HGNC Symbol;Acc:25203]
ENSG00000165028,9,NIPSNAP3B,3,nipsnap homolog 3B (C. elegans) [Source:HGNC Symbol;Acc:23641]
ENSG00000165046,8,LETM2,15,leucine zipper-EF-hand containing transmembrane protein 2 [Source:HGNC Symbol;Acc:14648]
ENSG00000165060,9,FXN,5,frataxin [Source:HGNC Symbol;Acc:3951]
ENSG00000165264,9,NDUFB6,2,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa [Source:HGNC Symbol;Acc:7701]"
ENSG00000165283,9,STOML2,4,stomatin (EPB72)-like 2 [Source:HGNC Symbol;Acc:14559]
ENSG00000165487,13,MICU2,8,mitochondrial calcium uptake 2 [Source:HGNC Symbol;Acc:31830]
ENSG00000165507,10,C10orf10,3,chromosome 10 open reading frame 10 [Source:HGNC Symbol;Acc:23355]
ENSG00000165526,11,RPUSD4,9,RNA pseudouridylate synthase domain containing 4 [Source:HGNC Symbol;Acc:25898]
ENSG00000165609,10,NUDT5,9,nudix (nucleoside diphosphate linked moiety X)-type motif 5 [Source:HGNC Symbol;Acc:8052]
ENSG00000165629,10,ATP5C1,11,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 [Source:HGNC Symbol;Acc:833]"
ENSG00000165637,10,VDAC2,15,voltage-dependent anion channel 2 [Source:HGNC Symbol;Acc:12672]
ENSG00000165644,10,COMTD1,7,catechol-O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:26309]
ENSG00000165672,10,PRDX3,4,peroxiredoxin 3 [Source:HGNC Symbol;Acc:9354]
ENSG00000165678,10,GHITM,1,growth hormone inducible transmembrane protein [Source:HGNC Symbol;Acc:17281]
ENSG00000165688,9,PMPCA,5,peptidase (mitochondrial processing) alpha [Source:HGNC Symbol;Acc:18667]
ENSG00000165775,X,FUNDC2,7,FUN14 domain containing 2 [Source:HGNC Symbol;Acc:24925]
ENSG00000165792,14,METTL17,25,methyltransferase like 17 [Source:HGNC Symbol;Acc:19280]
ENSG00000165898,14,ISCA2,4,iron-sulfur cluster assembly 2 [Source:HGNC Symbol;Acc:19857]
ENSG00000165949,14,IFI27,15,"interferon, alpha-inducible protein 27 [Source:HGNC Symbol;Acc:5397]"
ENSG00000166118,11,SPATA19,2,spermatogenesis associated 19 [Source:HGNC Symbol;Acc:30614]
ENSG00000166123,16,GPT2,5,glutamic pyruvate transaminase (alanine aminotransferase) 2 [Source:HGNC Symbol;Acc:18062]
ENSG00000166136,10,NDUFB8,10,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa [Source:HGNC Symbol;Acc:7703]"
ENSG00000166199,11,ALKBH3,13,"alkB, alkylation repair homolog 3 (E. coli) [Source:HGNC Symbol;Acc:30141]"
ENSG00000166260,17,COX11,9,cytochrome c oxidase assembly homolog 11 (yeast) [Source:HGNC Symbol;Acc:2261]
ENSG00000166321,10,NUDT13,7,nudix (nucleoside diphosphate linked moiety X)-type motif 13 [Source:HGNC Symbol;Acc:18827]
ENSG00000166347,18,CYB5A,7,cytochrome b5 type A (microsomal) [Source:HGNC Symbol;Acc:2570]
ENSG00000166394,11,CYB5R2,15,cytochrome b5 reductase 2 [Source:HGNC Symbol;Acc:24376]
ENSG00000166411,15,IDH3A,24,isocitrate dehydrogenase 3 (NAD+) alpha [Source:HGNC Symbol;Acc:5384]
ENSG00000166548,16,TK2,20,"thymidine kinase 2, mitochondrial [Source:HGNC Symbol;Acc:11831]"
ENSG00000166743,16,ACSM1,7,acyl-CoA synthetase medium-chain family member 1 [Source:HGNC Symbol;Acc:18049]
ENSG00000166816,16,LDHD,4,lactate dehydrogenase D [Source:HGNC Symbol;Acc:19708]
ENSG00000166855,15,CLPX,6,caseinolytic mitochondrial matrix peptidase chaperone subunit [Source:HGNC Symbol;Acc:2088]
ENSG00000166896,12,XRCC6BP1,4,XRCC6 binding protein 1 [Source:HGNC Symbol;Acc:29452]
ENSG00000166902,11,MRPL16,4,mitochondrial ribosomal protein L16 [Source:HGNC Symbol;Acc:14476]
ENSG00000166920,15,C15orf48,4,chromosome 15 open reading frame 48 [Source:HGNC Symbol;Acc:29898]
ENSG00000167085,17,PHB,13,prohibitin [Source:HGNC Symbol;Acc:8912]
ENSG00000167107,17,ACSF2,26,acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:26101]
ENSG00000167112,9,TRUB2,4,TruB pseudouridine (psi) synthase family member 2 [Source:HGNC Symbol;Acc:17170]
ENSG00000167113,9,COQ4,5,coenzyme Q4 [Source:HGNC Symbol;Acc:19693]
ENSG00000167136,9,ENDOG,1,endonuclease G [Source:HGNC Symbol;Acc:3346]
ENSG00000167186,16,COQ7,11,"coenzyme Q7 homolog, ubiquinone (yeast) [Source:HGNC Symbol;Acc:2244]"
ENSG00000167264,16,DUS2,16,dihydrouridine synthase 2 [Source:HGNC Symbol;Acc:26014]
ENSG00000167283,11,ATP5L,8,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit G [Source:HGNC Symbol;Acc:14247]"
ENSG00000167315,18,ACAA2,7,acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:83]
ENSG00000167468,19,GPX4,9,glutathione peroxidase 4 [Source:HGNC Symbol;Acc:4556]
ENSG00000167699,17,GLOD4,17,glyoxalase domain containing 4 [Source:HGNC Symbol;Acc:14111]
ENSG00000167716,17,WDR81,15,WD repeat domain 81 [Source:HGNC Symbol;Acc:26600]
ENSG00000167774,19,NDUFA7,1,NDUFA7 protein  [Source:UniProtKB/TrEMBL;Acc:Q6FG42]
ENSG00000167792,11,NDUFV1,28,"NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa [Source:HGNC Symbol;Acc:7716]"
ENSG00000167799,11,NUDT8,3,nudix (nucleoside diphosphate linked moiety X)-type motif 8 [Source:HGNC Symbol;Acc:8055]
ENSG00000167815,19,PRDX2,7,peroxiredoxin 2 [Source:HGNC Symbol;Acc:9353]
ENSG00000167862,17,ICT1,4,immature colon carcinoma transcript 1 [Source:HGNC Symbol;Acc:5359]
ENSG00000167863,17,ATP5H,5,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d [Source:HGNC Symbol;Acc:845]"
ENSG00000167969,16,ECI1,7,enoyl-CoA delta isomerase 1 [Source:HGNC Symbol;Acc:2703]
ENSG00000167985,11,SDHAF2,8,succinate dehydrogenase complex assembly factor 2 [Source:HGNC Symbol;Acc:26034]
ENSG00000167996,11,FTH1,11,"ferritin, heavy polypeptide 1 [Source:HGNC Symbol;Acc:3976]"
ENSG00000168237,3,GLYCTK,10,glycerate kinase [Source:HGNC Symbol;Acc:24247]
ENSG00000168268,3,NT5DC2,16,5'-nucleotidase domain containing 2 [Source:HGNC Symbol;Acc:25717]
ENSG00000168275,1,COA6,3,cytochrome c oxidase assembly factor 6 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:18025]
ENSG00000168288,2,MMADHC,4,"methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria [Source:HGNC Symbol;Acc:25221]"
ENSG00000168291,3,PDHB,10,pyruvate dehydrogenase (lipoamide) beta [Source:HGNC Symbol;Acc:8808]
ENSG00000168393,2,DTYMK,7,deoxythymidylate kinase (thymidylate kinase) [Source:HGNC Symbol;Acc:3061]
ENSG00000168653,1,NDUFS5,2,"NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:7712]"
ENSG00000168710,1,AHCYL1,6,adenosylhomocysteinase-like 1 [Source:HGNC Symbol;Acc:344]
ENSG00000168827,3,GFM1,11,"G elongation factor, mitochondrial 1 [Source:HGNC Symbol;Acc:13780]"
ENSG00000168924,4,LETM1,7,leucine zipper-EF-hand containing transmembrane protein 1 [Source:HGNC Symbol;Acc:6556]
ENSG00000168958,2,MFF,27,mitochondrial fission factor [Source:HGNC Symbol;Acc:24858]
ENSG00000169020,4,ATP5I,5,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E [Source:HGNC Symbol;Acc:846]"
ENSG00000169021,19,UQCRFS1,1,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 [Source:HGNC Symbol;Acc:12587]"
ENSG00000169084,X,DHRSX,7,dehydrogenase/reductase (SDR family) X-linked [Source:HGNC Symbol;Acc:18399]
ENSG00000169100,X,SLC25A6,3,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6 [Source:HGNC Symbol;Acc:10992]"
ENSG00000169169,19,CPT1C,25,carnitine palmitoyltransferase 1C [Source:HGNC Symbol;Acc:18540]
ENSG00000169188,X,APEX2,2,APEX nuclease (apurinic/apyrimidinic endonuclease) 2 [Source:HGNC Symbol;Acc:17889]
ENSG00000169228,5,RAB24,9,"RAB24, member RAS oncogene family [Source:HGNC Symbol;Acc:9765]"
ENSG00000169230,5,PRELID1,8,PRELI domain containing 1 [Source:HGNC Symbol;Acc:30255]
ENSG00000169239,X,CA5B,10,"carbonic anhydrase VB, mitochondrial [Source:HGNC Symbol;Acc:1378]"
ENSG00000169288,4,MRPL1,6,mitochondrial ribosomal protein L1 [Source:HGNC Symbol;Acc:14275]
ENSG00000169504,1,CLIC4,4,chloride intracellular channel 4 [Source:HGNC Symbol;Acc:13518]
ENSG00000169519,11,METTL15,9,methyltransferase like 15 [Source:HGNC Symbol;Acc:26606]
ENSG00000169567,5,HINT1,10,histidine triad nucleotide binding protein 1 [Source:HGNC Symbol;Acc:4912]
ENSG00000169599,2,NFU1,10,NFU1 iron-sulfur cluster scaffold homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:16287]
ENSG00000169609,15,C15orf40,13,chromosome 15 open reading frame 40 [Source:HGNC Symbol;Acc:28443]
ENSG00000169710,17,FASN,6,fatty acid synthase [Source:HGNC Symbol;Acc:3594]
ENSG00000169738,17,DCXR,21,dicarbonyl/L-xylulose reductase [Source:HGNC Symbol;Acc:18985]
ENSG00000169972,1,PUSL1,5,pseudouridylate synthase-like 1 [Source:HGNC Symbol;Acc:26914]
ENSG00000170502,4,NUDT9,8,nudix (nucleoside diphosphate linked moiety X)-type motif 9 [Source:HGNC Symbol;Acc:8056]
ENSG00000170632,7,ARMC10,11,armadillo repeat containing 10 [Source:HGNC Symbol;Acc:21706]
ENSG00000170634,2,ACYP2,9,"acylphosphatase 2, muscle type [Source:HGNC Symbol;Acc:180]"
ENSG00000170791,8,CHCHD7,18,coiled-coil-helix-coiled-coil-helix domain containing 7 [Source:HGNC Symbol;Acc:28314]
ENSG00000170855,12,TRIAP1,2,TP53 regulated inhibitor of apoptosis 1 [Source:HGNC Symbol;Acc:26937]
ENSG00000170906,19,NDUFA3,14,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3, 9kDa [Source:HGNC Symbol;Acc:7686]"
ENSG00000170917,4,NUDT6,8,nudix (nucleoside diphosphate linked moiety X)-type motif 6 [Source:HGNC Symbol;Acc:8053]
ENSG00000171103,2,TRMT61B,5,tRNA methyltransferase 61 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:26070]
ENSG00000171109,3,MFN1,10,mitofusin 1 [Source:HGNC Symbol;Acc:18262]
ENSG00000171202,11,TMEM126A,6,transmembrane protein 126A [Source:HGNC Symbol;Acc:25382]
ENSG00000171204,11,TMEM126B,11,transmembrane protein 126B [Source:HGNC Symbol;Acc:30883]
ENSG00000171421,5,MRPL36,5,mitochondrial ribosomal protein L36 [Source:HGNC Symbol;Acc:14490]
ENSG00000171503,4,ETFDH,8,electron-transferring-flavoprotein dehydrogenase [Source:HGNC Symbol;Acc:3483]
ENSG00000171552,20,BCL2L1,10,BCL2-like 1 [Source:HGNC Symbol;Acc:992]
ENSG00000171612,1,SLC25A33,1,"solute carrier family 25 (pyrimidine nucleotide carrier), member 33 [Source:HGNC Symbol;Acc:29681]"
ENSG00000171766,15,GATM,13,glycine amidinotransferase (L-arginine:glycine amidinotransferase) [Source:HGNC Symbol;Acc:4175]
ENSG00000171791,18,BCL2,5,B-cell CLL/lymphoma 2 [Source:HGNC Symbol;Acc:990]
ENSG00000171861,17,RNMTL1,4,RNA methyltransferase like 1 [Source:HGNC Symbol;Acc:18485]
ENSG00000171865,2,RNASEH1,4,ribonuclease H1 [Source:HGNC Symbol;Acc:18466]
ENSG00000171953,17,ATPAF2,13,ATP synthase mitochondrial F1 complex assembly factor 2 [Source:HGNC Symbol;Acc:18802]
ENSG00000171989,15,LDHAL6B,1,lactate dehydrogenase A-like 6B [Source:HGNC Symbol;Acc:21481]
ENSG00000172113,3,NME6,21,NME/NM23 nucleoside diphosphate kinase 6 [Source:HGNC Symbol;Acc:20567]
ENSG00000172115,7,CYCS,4,"cytochrome c, somatic [Source:HGNC Symbol;Acc:19986]"
ENSG00000172171,17,TEFM,5,"transcription elongation factor, mitochondrial [Source:HGNC Symbol;Acc:26223]"
ENSG00000172172,8,MRPL13,7,mitochondrial ribosomal protein L13 [Source:HGNC Symbol;Acc:14278]
ENSG00000172340,3,SUCLG2,4,"succinate-CoA ligase, GDP-forming, beta subunit [Source:HGNC Symbol;Acc:11450]"
ENSG00000172366,16,FAM195A,4,"family with sequence similarity 195, member A [Source:HGNC Symbol;Acc:14142]"
ENSG00000172482,2,AGXT,4,alanine-glyoxylate aminotransferase [Source:HGNC Symbol;Acc:341]
ENSG00000172586,10,CHCHD1,2,coiled-coil-helix-coiled-coil-helix domain containing 1 [Source:HGNC Symbol;Acc:23518]
ENSG00000172590,14,MRPL52,17,mitochondrial ribosomal protein L52 [Source:HGNC Symbol;Acc:16655]
ENSG00000172840,16,PDP2,8,pyruvate dehyrogenase phosphatase catalytic subunit 2 [Source:HGNC Symbol;Acc:30263]
ENSG00000172878,2,METAP1D,7,methionyl aminopeptidase type 1D (mitochondrial) [Source:HGNC Symbol;Acc:32583]
ENSG00000172992,17,DCAKD,7,dephospho-CoA kinase domain containing [Source:HGNC Symbol;Acc:26238]
ENSG00000173085,4,COQ2,6,coenzyme Q2 4-hydroxybenzoate polyprenyltransferase [Source:HGNC Symbol;Acc:25223]
ENSG00000173137,8,ADCK5,8,aarF domain containing kinase 5 [Source:HGNC Symbol;Acc:21738]
ENSG00000173141,13,MRP63,1,mitochondrial ribosomal protein 63 [Source:HGNC Symbol;Acc:14514]
ENSG00000173171,1,MTX1,7,metaxin 1 [Source:HGNC Symbol;Acc:7504]
ENSG00000173208,12,ABCD2,1,"ATP-binding cassette, sub-family D (ALD), member 2 [Source:HGNC Symbol;Acc:66]"
ENSG00000173436,1,MINOS1,9,mitochondrial inner membrane organizing system 1 [Source:HGNC Symbol;Acc:32068]
ENSG00000173599,11,PC,14,pyruvate carboxylase [Source:HGNC Symbol;Acc:8636]
ENSG00000173641,1,HSPB7,8,"heat shock 27kDa protein family, member 7 (cardiovascular) [Source:HGNC Symbol;Acc:5249]"
ENSG00000173660,1,UQCRH,5,ubiquinol-cytochrome c reductase hinge protein [Source:HGNC Symbol;Acc:12590]
ENSG00000173726,1,TOMM20,3,translocase of outer mitochondrial membrane 20 homolog (yeast) [Source:HGNC Symbol;Acc:20947]
ENSG00000173915,10,USMG5,5,up-regulated during skeletal muscle growth 5 homolog (mouse) [Source:HGNC Symbol;Acc:30889]
ENSG00000174021,1,GNG5,3,"guanine nucleotide binding protein (G protein), gamma 5 [Source:HGNC Symbol;Acc:4408]"
ENSG00000174032,13,SLC25A30,7,"solute carrier family 25, member 30 [Source:HGNC Symbol;Acc:27371]"
ENSG00000174099,12,MSRB3,11,methionine sulfoxide reductase B3 [Source:HGNC Symbol;Acc:27375]
ENSG00000174100,17,MRPL45,5,mitochondrial ribosomal protein L45 [Source:HGNC Symbol;Acc:16651]
ENSG00000174109,16,C16orf91,3,chromosome 16 open reading frame 91 [Source:HGNC Symbol;Acc:27558]
ENSG00000174173,3,TRMT10C,2,tRNA methyltransferase 10 homolog C (S. cerevisiae) [Source:HGNC Symbol;Acc:26022]
ENSG00000174326,17,SLC16A11,4,"solute carrier family 16, member 11 [Source:HGNC Symbol;Acc:23093]"
ENSG00000174374,7,WBSCR16,6,Williams-Beuren syndrome chromosome region 16 [Source:HGNC Symbol;Acc:14948]
ENSG00000174547,11,MRPL11,6,mitochondrial ribosomal protein L11 [Source:HGNC Symbol;Acc:14042]
ENSG00000174606,1,ANGEL2,10,angel homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:30534]
ENSG00000174740,X,PABPC5,2,"poly(A) binding protein, cytoplasmic 5 [Source:HGNC Symbol;Acc:13629]"
ENSG00000174840,3,PDE12,2,phosphodiesterase 12 [Source:HGNC Symbol;Acc:25386]
ENSG00000174886,19,NDUFA11,6,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa [Source:HGNC Symbol;Acc:20371]"
ENSG00000174917,19,C19orf70,6,chromosome 19 open reading frame 70 [Source:HGNC Symbol;Acc:33702]
ENSG00000174928,3,C3orf33,5,chromosome 3 open reading frame 33 [Source:HGNC Symbol;Acc:26434]
ENSG00000174990,16,CA5A,3,"carbonic anhydrase VA, mitochondrial [Source:HGNC Symbol;Acc:1377]"
ENSG00000175110,3,MRPS22,14,mitochondrial ribosomal protein S22 [Source:HGNC Symbol;Acc:14508]
